,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,reserved_room_type,customer_type,adr,total_of_special_requests,date
3493,Resort Hotel,187,2016,4,16,11,3,7,2,HB,GBR,Online TA,E,Transient,108.0,2,2016-04-11
3494,Resort Hotel,212,2016,4,16,11,2,5,2,HB,PRT,Groups,D,Transient,76.05,0,2016-04-11
3495,Resort Hotel,212,2016,4,16,11,2,5,2,HB,PRT,Groups,D,Transient,76.05,0,2016-04-11
3496,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3497,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3498,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3499,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3500,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3501,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3502,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3503,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3504,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3505,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3506,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3507,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3508,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3509,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3510,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3511,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3512,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3513,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3514,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3515,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3516,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3517,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3518,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3519,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3520,Resort Hotel,168,2016,4,16,12,0,2,2,HB,PRT,Groups,A,Transient,86.0,0,2016-04-12
3521,Resort Hotel,192,2016,4,16,12,2,5,2,BB,IRL,Online TA,A,Transient,52.2,0,2016-04-12
3522,Resort Hotel,197,2016,4,16,12,2,5,2,BB,PRT,Online TA,A,Transient,52.2,2,2016-04-12
3523,Resort Hotel,229,2016,4,16,12,2,6,2,BB,IRL,Direct,D,Transient,62.05,0,2016-04-12
3524,Resort Hotel,78,2016,4,16,12,4,10,2,HB,PRT,Groups,D,Transient-Party,80.0,0,2016-04-12
3525,Resort Hotel,78,2016,4,16,12,4,10,2,HB,PRT,Groups,D,Transient-Party,80.0,0,2016-04-12
3526,Resort Hotel,35,2016,4,16,13,0,1,1,BB,PRT,Online TA,A,Transient,56.0,1,2016-04-13
3527,Resort Hotel,26,2016,4,16,13,0,3,1,BB,PRT,Online TA,A,Transient,56.0,0,2016-04-13
3528,Resort Hotel,27,2016,4,16,14,0,1,2,BB,PRT,Online TA,A,Transient,65.0,0,2016-04-14
3529,Resort Hotel,30,2016,4,16,14,0,3,2,BB,ARE,Online TA,E,Transient,91.0,1,2016-04-14
3530,Resort Hotel,21,2016,4,16,14,1,3,2,BB,BRA,Direct,F,Transient,101.0,0,2016-04-14
3531,Resort Hotel,9,2016,4,16,15,0,1,2,BB,PRT,Online TA,A,Transient,65.0,0,2016-04-15
3532,Resort Hotel,10,2016,4,16,15,0,2,2,BB,ESP,Online TA,D,Transient,75.0,0,2016-04-15
3533,Resort Hotel,164,2016,4,16,15,0,2,2,HB,PRT,Online TA,E,Transient,118.0,2,2016-04-15
3534,Resort Hotel,15,2016,4,16,15,0,2,2,BB,ESP,Direct,A,Transient,65.0,0,2016-04-15
3535,Resort Hotel,164,2016,4,16,15,0,2,2,HB,PRT,Online TA,E,Transient,118.0,2,2016-04-15
3536,Resort Hotel,164,2016,4,16,15,0,2,2,HB,PRT,Online TA,E,Transient,118.0,2,2016-04-15
3537,Resort Hotel,164,2016,4,16,15,0,2,2,HB,PRT,Online TA,E,Transient,118.0,2,2016-04-15
3538,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3539,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3540,Resort Hotel,183,2016,4,16,16,1,1,1,HB,PRT,Groups,A,Transient-Party,54.5,0,2016-04-16
3541,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3542,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3543,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3544,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3545,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3546,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3547,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3548,Resort Hotel,183,2016,4,16,16,1,1,1,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3549,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3550,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3551,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3552,Resort Hotel,183,2016,4,16,16,1,1,2,HB,ESP,Groups,A,Transient-Party,85.0,0,2016-04-16
3553,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3554,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3555,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3556,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3557,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3558,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3559,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3560,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3561,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3562,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3563,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3564,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3565,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3566,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3567,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3568,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3569,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3570,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3571,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3572,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,102.5,0,2016-04-16
3573,Resort Hotel,183,2016,4,16,16,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-16
3574,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3575,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3576,Resort Hotel,183,2016,4,16,16,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-16
3577,Resort Hotel,183,2016,4,16,16,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-16
3578,Resort Hotel,169,2016,4,16,16,2,4,2,HB,FRA,Offline TA/TO,A,Transient,67.5,1,2016-04-16
3579,Resort Hotel,169,2016,4,16,16,2,4,3,HB,FRA,Offline TA/TO,A,Transient,80.1,1,2016-04-16
3580,Resort Hotel,34,2016,4,16,16,2,5,2,BB,PRT,Online TA,E,Transient,65.45,0,2016-04-16
3581,Resort Hotel,232,2016,4,16,16,2,5,2,BB,PRT,Online TA,A,Transient,52.2,1,2016-04-16
3582,Resort Hotel,51,2016,4,16,16,2,5,2,BB,PRT,Offline TA/TO,D,Transient,53.28,0,2016-04-16
3583,Resort Hotel,30,2016,4,17,17,1,0,2,BB,PRT,Direct,A,Transient,65.0,0,2016-04-17
3584,Resort Hotel,200,2016,4,17,17,2,2,2,BB,PRT,Online TA,A,Transient,58.2,1,2016-04-17
3585,Resort Hotel,82,2016,4,17,17,2,2,2,BB,PRT,Direct,D,Transient,56.89,0,2016-04-17
3586,Resort Hotel,218,2016,4,17,17,2,1,2,BB,GBR,Direct,F,Transient,83.0,1,2016-04-17
3587,Resort Hotel,89,2016,4,17,17,2,5,2,BB,PRT,Online TA,A,Transient,58.0,2,2016-04-17
3588,Resort Hotel,206,2016,4,17,17,4,5,2,HB,PRT,Groups,D,Transient,50.85,0,2016-04-17
3589,Resort Hotel,53,2016,4,17,18,1,0,2,BB,PRT,Online TA,G,Transient,118.0,0,2016-04-18
3590,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3591,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3592,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3593,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3594,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,85.0,0,2016-04-18
3595,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3596,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3597,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3598,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3599,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3600,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3601,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3602,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,87.0,0,2016-04-18
3603,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3604,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3605,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3606,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3607,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,87.0,0,2016-04-18
3608,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3609,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3610,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3611,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3612,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3613,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3614,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3615,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3616,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3617,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3618,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3619,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3620,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3621,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,87.0,0,2016-04-18
3622,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3623,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3624,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3625,Resort Hotel,185,2016,4,17,18,1,1,1,HB,DEU,Groups,A,Transient-Party,54.5,0,2016-04-18
3626,Resort Hotel,185,2016,4,17,18,1,1,2,HB,DEU,Groups,A,Transient-Party,85.0,0,2016-04-18
3627,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3628,Resort Hotel,185,2016,4,17,18,1,1,2,HB,PRT,Groups,A,Transient-Party,86.0,0,2016-04-18
3629,Resort Hotel,34,2016,4,17,18,1,2,2,BB,PRT,Online TA,E,Transient,85.0,0,2016-04-18
3630,Resort Hotel,49,2016,4,17,18,1,3,2,BB,PRT,Online TA,D,Transient,79.0,1,2016-04-18
3631,Resort Hotel,128,2016,4,17,18,1,4,2,BB,PRT,Online TA,A,Transient,52.2,0,2016-04-18
3632,Resort Hotel,114,2016,4,17,18,1,5,2,BB,PRT,Online TA,A,Transient,52.2,0,2016-04-18
3633,Resort Hotel,37,2016,4,17,18,2,5,2,BB,PRT,Offline TA/TO,E,Transient,63.0,0,2016-04-18
3634,Resort Hotel,172,2016,4,17,18,3,5,2,HB,GBR,Offline TA/TO,A,Transient-Party,68.42,1,2016-04-18
3635,Resort Hotel,215,2016,4,17,18,3,7,2,BB,IRL,Direct,D,Transient-Party,62.05,2,2016-04-18
3636,Resort Hotel,22,2016,4,17,18,3,7,2,BB,PRT,Online TA,G,Transient,125.0,0,2016-04-18
3637,Resort Hotel,215,2016,4,17,18,3,7,2,BB,IRL,Direct,D,Transient-Party,62.05,2,2016-04-18
3638,Resort Hotel,162,2016,4,17,19,0,3,2,HB,POL,Offline TA/TO,D,Transient,78.56,0,2016-04-19
3639,Resort Hotel,92,2016,4,17,19,0,4,2,BB,PRT,Offline TA/TO,D,Transient,52.2,0,2016-04-19
3640,Resort Hotel,40,2016,4,17,19,0,5,2,BB,IRL,Online TA,E,Transient,85.0,0,2016-04-19
3641,Resort Hotel,208,2016,4,17,19,2,5,2,HB,PRT,Groups,E,Transient,60.3,0,2016-04-19
3642,Resort Hotel,208,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient,50.85,0,2016-04-19
3643,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3644,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3645,Resort Hotel,133,2016,4,17,19,2,5,2,BB,PRT,Online TA,A,Transient,52.2,2,2016-04-19
3646,Resort Hotel,91,2016,4,17,19,0,4,2,BB,PRT,Offline TA/TO,D,Transient,53.1,0,2016-04-19
3647,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3648,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3649,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3650,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3651,Resort Hotel,208,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient,50.85,0,2016-04-19
3652,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3653,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3654,Resort Hotel,96,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient,50.85,0,2016-04-19
3655,Resort Hotel,208,2016,4,17,19,2,5,2,HB,PRT,Groups,E,Transient,60.3,0,2016-04-19
3656,Resort Hotel,208,2016,4,17,19,2,5,2,HB,PRT,Groups,E,Transient,86.29,0,2016-04-19
3657,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3658,Resort Hotel,32,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient-Party,69.36,0,2016-04-19
3659,Resort Hotel,208,2016,4,17,19,2,5,2,HB,PRT,Groups,E,Transient,60.3,0,2016-04-19
3660,Resort Hotel,208,2016,4,17,19,2,5,2,HB,PRT,Groups,D,Transient,50.85,0,2016-04-19
3661,Resort Hotel,208,2016,4,17,19,2,5,2,HB,PRT,Groups,E,Transient-Party,60.3,0,2016-04-19
3662,Resort Hotel,56,2016,4,17,19,2,7,2,BB,PRT,Online TA,G,Transient,118.0,0,2016-04-19
3663,Resort Hotel,90,2016,4,17,19,4,10,2,HB,PRT,Online TA,A,Transient,90.14,2,2016-04-19
3664,Resort Hotel,50,2016,4,17,20,2,5,2,BB,PRT,Online TA,G,Transient,121.0,0,2016-04-20
3665,Resort Hotel,6,2016,4,17,21,0,1,2,BB,PRT,Direct,D,Transient,73.0,0,2016-04-21
3666,Resort Hotel,66,2016,4,17,21,0,2,2,BB,PRT,Online TA,E,Transient,88.0,1,2016-04-21
3667,Resort Hotel,66,2016,4,17,21,0,2,2,BB,PRT,Online TA,E,Transient,94.0,1,2016-04-21
3668,Resort Hotel,206,2016,4,17,21,0,3,2,BB,ITA,Online TA,A,Transient-Party,52.98,2,2016-04-21
3669,Resort Hotel,116,2016,4,17,21,2,3,2,BB,PRT,Online TA,A,Transient,68.0,0,2016-04-21
3670,Resort Hotel,168,2016,4,17,21,2,5,2,BB,GBR,Offline TA/TO,E,Transient,58.95,0,2016-04-21
3671,Resort Hotel,93,2016,4,17,21,2,5,2,BB,PRT,Online TA,A,Transient,88.0,1,2016-04-21
3672,Resort Hotel,57,2016,4,17,22,0,2,2,BB,PRT,Online TA,D,Transient,95.0,0,2016-04-22
3673,Resort Hotel,191,2016,4,17,22,1,2,2,FB,PRT,Offline TA/TO,A,Transient-Party,92.0,0,2016-04-22
3674,Resort Hotel,92,2016,4,17,22,1,2,2,BB,PRT,Online TA,A,Transient,68.0,0,2016-04-22
3675,Resort Hotel,191,2016,4,17,22,1,2,2,FB,PRT,Offline TA/TO,A,Transient-Party,92.0,0,2016-04-22
3676,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,D,Transient,58.0,0,2016-04-22
3677,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,D,Transient,58.0,0,2016-04-22
3678,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,D,Transient,58.0,0,2016-04-22
3679,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,E,Transient,70.0,0,2016-04-22
3680,Resort Hotel,42,2016,4,17,22,2,5,2,BB,PRT,Online TA,D,Transient,71.0,0,2016-04-22
3681,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,D,Transient,58.0,0,2016-04-22
3682,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,D,Transient,58.0,0,2016-04-22
3683,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,D,Transient,58.0,0,2016-04-22
3684,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,D,Transient,58.0,0,2016-04-22
3685,Resort Hotel,41,2016,4,17,22,2,5,2,FB,PRT,Online TA,E,Transient,122.0,1,2016-04-22
3686,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,E,Transient,70.0,0,2016-04-22
3687,Resort Hotel,83,2016,4,17,22,2,5,2,BB,PRT,Groups,E,Transient,70.0,0,2016-04-22
3688,Resort Hotel,25,2016,4,17,23,0,1,1,BB,PRT,Direct,D,Transient,87.0,0,2016-04-23
3689,Resort Hotel,35,2016,4,17,23,0,1,2,BB,PRT,Online TA,D,Transient,75.0,0,2016-04-23
3690,Resort Hotel,106,2016,4,17,23,1,1,2,BB,PRT,Online TA,A,Transient,52.2,0,2016-04-23
3691,Resort Hotel,61,2016,4,17,23,1,1,2,BB,PRT,Online TA,D,Transient,73.0,1,2016-04-23
3692,Resort Hotel,52,2016,4,17,23,1,1,2,BB,PRT,Online TA,D,Transient,80.0,1,2016-04-23
3693,Resort Hotel,27,2016,4,17,23,2,1,2,BB,PRT,Online TA,E,Transient,85.0,0,2016-04-23
3694,Resort Hotel,36,2016,4,17,23,2,1,2,BB,ESP,Online TA,E,Transient,85.33,0,2016-04-23
3695,Resort Hotel,21,2016,4,17,23,2,3,2,BB,PRT,Online TA,D,Transient,79.0,0,2016-04-23
3696,Resort Hotel,98,2016,4,17,23,2,3,2,BB,PRT,Online TA,D,Transient,73.0,1,2016-04-23
3697,Resort Hotel,106,2016,4,17,23,2,2,2,BB,PRT,Online TA,A,Transient,52.2,0,2016-04-23
3698,Resort Hotel,17,2016,4,17,23,2,2,2,HB,GBR,Online TA,G,Transient,178.0,0,2016-04-23
3699,Resort Hotel,229,2016,4,17,23,2,4,2,BB,PRT,Offline TA/TO,D,Transient,52.2,1,2016-04-23
3700,Resort Hotel,191,2016,4,17,23,2,4,2,BB,PRT,Online TA,G,Transient,101.7,1,2016-04-23
3701,Resort Hotel,80,2016,4,17,23,2,5,1,FB,PRT,Offline TA/TO,A,Transient,54.0,1,2016-04-23
3702,Resort Hotel,80,2016,4,17,23,2,5,1,FB,PRT,Offline TA/TO,A,Transient,54.0,1,2016-04-23
3703,Resort Hotel,103,2016,4,17,23,4,6,2,BB,PRT,Online TA,A,Transient,68.0,0,2016-04-23
3704,Resort Hotel,9,2016,4,18,24,1,0,2,BB,PRT,Direct,D,Transient,81.0,0,2016-04-24
3705,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3706,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3707,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3708,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3709,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3710,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3711,Resort Hotel,62,2016,4,18,24,2,2,1,BB,PRT,Offline TA/TO,D,Transient,52.56,0,2016-04-24
3712,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3713,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3714,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3715,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3716,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3717,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3718,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3719,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3720,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3721,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3722,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3723,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
3724,Resort Hotel,143,2016,4,18,24,2,2,2,FB,PRT,Groups,A,Transient,84.0,0,2016-04-24
